diagnostic,period,domain,value,classification,units,interpretation
NMME_precipitation_anomaly,Jul,arabia_red_sea,-1.8015483617782593,near_normal_or_weak_signal,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,Jul,north_africa_arabia,0.22994926571846008,near_normal_or_weak_signal,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,Jul,tej_core,-3.271850347518921,near_normal_or_weak_signal,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,Jul,somali_jet_box,-20.001447677612305,below_normal_dry_signal,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,Jul,turkana_corridor,-7.565615653991699,near_normal_or_weak_signal,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,Aug,ethiopia,-7.342073440551758,near_normal_or_weak_signal,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,Aug,ethiopia_highlands_broad,-7.129145622253418,near_normal_or_weak_signal,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,Aug,north_ethiopia,-2.18837308883667,near_normal_or_weak_signal,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,Aug,central_ethiopia,-4.5875244140625,near_normal_or_weak_signal,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,Aug,west_ethiopia,-9.90558910369873,near_normal_or_weak_signal,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,Aug,east_ethiopia,-4.500892639160156,near_normal_or_weak_signal,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,Aug,greater_horn,-4.116758346557617,near_normal_or_weak_signal,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,Aug,east_africa,-4.165321350097656,near_normal_or_weak_signal,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,Aug,atlantic_congo_ethiopia,-2.762082099914551,near_normal_or_weak_signal,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,Aug,congo_moisture_corridor,0.11351966857910156,near_normal_or_weak_signal,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,Aug,western_moisture_entry,-5.540288925170898,near_normal_or_weak_signal,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,Aug,western_indian_ocean,-15.639617919921875,below_normal_dry_signal,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,Aug,arabia_red_sea,-6.568689346313477,near_normal_or_weak_signal,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,Aug,north_africa_arabia,-1.9179363250732422,near_normal_or_weak_signal,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,Aug,tej_core,-6.780179977416992,near_normal_or_weak_signal,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,Aug,somali_jet_box,-8.649711608886719,near_normal_or_weak_signal,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,Aug,turkana_corridor,-3.3019533157348633,near_normal_or_weak_signal,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,Sep,ethiopia,-9.070413589477539,near_normal_or_weak_signal,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,Sep,ethiopia_highlands_broad,-10.232221603393555,below_normal_dry_signal,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,Sep,north_ethiopia,-1.7755680084228516,near_normal_or_weak_signal,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,Sep,central_ethiopia,-10.93967056274414,below_normal_dry_signal,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,Sep,west_ethiopia,-13.083205223083496,below_normal_dry_signal,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,Sep,east_ethiopia,-6.4642415046691895,near_normal_or_weak_signal,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,Sep,greater_horn,-3.740128517150879,near_normal_or_weak_signal,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,Sep,east_africa,-3.5089259147644043,near_normal_or_weak_signal,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,Sep,atlantic_congo_ethiopia,-4.181329727172852,near_normal_or_weak_signal,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,Sep,congo_moisture_corridor,-5.641836166381836,near_normal_or_weak_signal,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,Sep,western_moisture_entry,-10.512604713439941,below_normal_dry_signal,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,Sep,western_indian_ocean,-4.423859596252441,near_normal_or_weak_signal,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,Sep,arabia_red_sea,-6.948169708251953,near_normal_or_weak_signal,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,Sep,north_africa_arabia,-3.034621238708496,near_normal_or_weak_signal,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,Sep,tej_core,-1.0930312871932983,near_normal_or_weak_signal,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,Sep,somali_jet_box,-1.4134397506713867,near_normal_or_weak_signal,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,Sep,turkana_corridor,-8.366035461425781,near_normal_or_weak_signal,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,JJA,ethiopia,-31.823720932006836,below_normal_dry_signal,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,JJA,ethiopia_highlands_broad,-34.46670150756836,below_normal_dry_signal,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,JJA,north_ethiopia,-16.10743522644043,near_normal_or_weak_signal,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,JJA,central_ethiopia,-38.44520950317383,below_normal_dry_signal,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,JJA,west_ethiopia,-36.76286315917969,below_normal_dry_signal,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,JJA,east_ethiopia,-26.118497848510742,below_normal_dry_signal,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,JJA,greater_horn,-22.560176849365234,below_normal_dry_signal,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,JJA,east_africa,-24.57378387451172,below_normal_dry_signal,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,JJA,atlantic_congo_ethiopia,-15.651200294494629,near_normal_or_weak_signal,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,JJA,congo_moisture_corridor,-11.11994743347168,near_normal_or_weak_signal,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,JJA,western_moisture_entry,-28.153778076171875,below_normal_dry_signal,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,JJA,western_indian_ocean,-44.25815963745117,below_normal_dry_signal,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,JJA,arabia_red_sea,-14.592976570129395,near_normal_or_weak_signal,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,JJA,north_africa_arabia,-7.481127738952637,near_normal_or_weak_signal,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,JJA,tej_core,-16.750486373901367,near_normal_or_weak_signal,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,JJA,somali_jet_box,-53.1709098815918,below_normal_dry_signal,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,JJA,turkana_corridor,-23.71636962890625,below_normal_dry_signal,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,JJAS,ethiopia,-40.89413070678711,below_normal_dry_signal,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,JJAS,ethiopia_highlands_broad,-44.69892120361328,below_normal_dry_signal,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,JJAS,north_ethiopia,-17.88300132751465,near_normal_or_weak_signal,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,JJAS,central_ethiopia,-49.3848762512207,below_normal_dry_signal,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,JJAS,west_ethiopia,-49.8460693359375,below_normal_dry_signal,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,JJAS,east_ethiopia,-32.58273696899414,below_normal_dry_signal,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,JJAS,greater_horn,-26.30030632019043,below_normal_dry_signal,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,JJAS,east_africa,-28.082712173461914,below_normal_dry_signal,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,JJAS,atlantic_congo_ethiopia,-19.832529067993164,near_normal_or_weak_signal,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,JJAS,congo_moisture_corridor,-16.761777877807617,near_normal_or_weak_signal,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,JJAS,western_moisture_entry,-38.6663818359375,below_normal_dry_signal,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,JJAS,western_indian_ocean,-48.68202590942383,below_normal_dry_signal,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,JJAS,arabia_red_sea,-21.541147232055664,below_normal_dry_signal,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,JJAS,north_africa_arabia,-10.515750885009766,near_normal_or_weak_signal,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,JJAS,tej_core,-17.843521118164062,near_normal_or_weak_signal,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,JJAS,somali_jet_box,-54.5843505859375,below_normal_dry_signal,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_precipitation_anomaly,JJAS,turkana_corridor,-32.08240509033203,below_normal_dry_signal,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.
NMME_z200_anomaly,Jun,ethiopia,42.81846618652344,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Jun,ethiopia_highlands_broad,42.49951934814453,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Jun,north_ethiopia,42.57372283935547,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Jun,central_ethiopia,42.60128402709961,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Jun,west_ethiopia,41.86087417602539,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Jun,east_ethiopia,43.380611419677734,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Jun,greater_horn,41.7053108215332,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Jun,east_africa,42.075828552246094,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Jun,atlantic_congo_ethiopia,41.239593505859375,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Jun,congo_moisture_corridor,42.32781219482422,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Jun,western_moisture_entry,41.8331413269043,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Jun,western_indian_ocean,43.625465393066406,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Jun,arabia_red_sea,43.9582633972168,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Jun,north_africa_arabia,38.907676696777344,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Jun,tej_core,42.036033630371094,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Jun,somali_jet_box,43.2891845703125,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Jun,turkana_corridor,43.077392578125,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Jul,ethiopia,51.259090423583984,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Jul,ethiopia_highlands_broad,50.882755279541016,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Jul,north_ethiopia,49.32575225830078,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Jul,central_ethiopia,51.55961227416992,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Jul,west_ethiopia,51.305084228515625,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Jul,east_ethiopia,51.88908004760742,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Jul,greater_horn,48.52931594848633,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Jul,east_africa,50.35972595214844,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Jul,atlantic_congo_ethiopia,49.610530853271484,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Jul,congo_moisture_corridor,53.303035736083984,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Jul,western_moisture_entry,52.55893325805664,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Jul,western_indian_ocean,51.561866760253906,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Jul,arabia_red_sea,39.65713882446289,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Jul,north_africa_arabia,34.529876708984375,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Jul,tej_core,49.12051010131836,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Jul,somali_jet_box,52.24709701538086,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Jul,turkana_corridor,53.43950271606445,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Aug,ethiopia,56.654388427734375,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Aug,ethiopia_highlands_broad,56.388450622558594,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
