diagnostic,period,domain,value,units,interpretation
omega500,July,atlantic_congo_ethiopia,0.003753027467778188,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,July,congo_moisture_corridor,-0.021643312084501806,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,July,western_moisture_entry,-0.04019857474387646,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,July,western_indian_ocean,0.009229595989107662,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,July,arabia_red_sea,-0.009321814847347839,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,July,north_africa_arabia,0.006980618099866751,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,July,tej_core,-0.030804728490134707,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,July,somali_jet_box,0.011987352684604076,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,July,turkana_corridor,0.022962472610383956,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,August,ethiopia,-0.03193089666463488,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,August,ethiopia_highlands_broad,-0.08487798504018136,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,August,north_ethiopia,-0.10220396079536484,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,August,central_ethiopia,-0.11462976926113429,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,August,west_ethiopia,-0.08009387927128649,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,August,east_ethiopia,0.0019292996155678161,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,August,greater_horn,-0.0010222855800493614,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,August,east_africa,-0.0026833859848426583,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,August,atlantic_congo_ethiopia,0.00022484936351985395,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,August,congo_moisture_corridor,-0.032437637161628986,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,August,western_moisture_entry,-0.04424605525170731,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,August,western_indian_ocean,0.01051201243877909,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,August,arabia_red_sea,-0.006930597958470099,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,August,north_africa_arabia,0.005967979360279888,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,August,tej_core,-0.02782954162532479,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,August,somali_jet_box,0.01301104571035895,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,August,turkana_corridor,0.021050622501973117,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,September,ethiopia,-0.010430849133957787,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,September,ethiopia_highlands_broad,-0.049928732113579906,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,September,north_ethiopia,-0.04105865923255497,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,September,central_ethiopia,-0.07725446350355072,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,September,west_ethiopia,-0.06506329824477083,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,September,east_ethiopia,0.016018958060493204,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,September,greater_horn,0.0044503043798489825,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,September,east_africa,0.0023774042882528596,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,September,atlantic_congo_ethiopia,0.0020953786739270923,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,September,congo_moisture_corridor,-0.03442836406266805,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,September,western_moisture_entry,-0.035337600066363446,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,September,western_indian_ocean,0.010490125257116529,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,September,arabia_red_sea,0.012065824181484695,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,September,north_africa_arabia,0.018373809661935622,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,September,tej_core,-0.017693665698533926,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,September,somali_jet_box,0.01769518855636489,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,September,turkana_corridor,0.022451559527711287,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,JJA,ethiopia,-0.028266761325303955,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,JJA,ethiopia_highlands_broad,-0.07649776391983412,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,JJA,north_ethiopia,-0.08509814390903957,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,JJA,central_ethiopia,-0.10315200211272357,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,JJA,west_ethiopia,-0.08074539722389508,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,JJA,east_ethiopia,0.00507539688594879,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,JJA,greater_horn,0.0024119987956915004,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,JJA,east_africa,0.0007563787015723892,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,JJA,atlantic_congo_ethiopia,0.0035869015005483705,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,JJA,congo_moisture_corridor,-0.024131904980316005,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,JJA,western_moisture_entry,-0.04033403917904641,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,JJA,western_indian_ocean,0.008732705047558546,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,JJA,arabia_red_sea,-0.003492438685926001,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,JJA,north_africa_arabia,0.010880442346442807,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,JJA,tej_core,-0.028256085490241955,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,JJA,somali_jet_box,0.01294968429087244,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,JJA,turkana_corridor,0.022009037000160252,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,JJAS,ethiopia,-0.023807782786430864,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,JJAS,ethiopia_highlands_broad,-0.0698555048863349,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,JJAS,north_ethiopia,-0.07408827164592673,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,JJAS,central_ethiopia,-0.09667761551810782,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,JJAS,west_ethiopia,-0.07682487116524782,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,JJAS,east_ethiopia,0.0078112872574240344,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,JJAS,greater_horn,0.0029215753902888625,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,JJAS,east_africa,0.0011616353120165778,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,JJAS,atlantic_congo_ethiopia,0.0032140210119424796,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,JJAS,congo_moisture_corridor,-0.026706019259879324,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,JJAS,western_moisture_entry,-0.0390849287151045,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,JJAS,western_indian_ocean,0.009172060078626974,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,JJAS,arabia_red_sea,0.0003971271838613168,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,JJAS,north_africa_arabia,0.01275378441378948,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,JJAS,tej_core,-0.025615480290809053,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,JJAS,somali_jet_box,0.014136060375103104,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega500,JJAS,turkana_corridor,0.0221196678800124,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,June,ethiopia,-0.047580626284696156,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,June,ethiopia_highlands_broad,-0.089405444439566,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,June,north_ethiopia,-0.11741183497144884,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,June,central_ethiopia,-0.10965940633540688,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,June,west_ethiopia,-0.05254465135976631,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,June,east_ethiopia,-0.03530238111957796,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,June,greater_horn,-0.0050631348027532835,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,June,east_africa,-0.007362620075619632,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,June,atlantic_congo_ethiopia,-0.0006512435278197484,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,June,congo_moisture_corridor,-0.022091900681594806,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,June,western_moisture_entry,-0.030243227242439295,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,June,western_indian_ocean,0.0023800149528336854,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,June,arabia_red_sea,-0.027880244566846398,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,June,north_africa_arabia,-0.005444419242546827,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,June,tej_core,-0.03876505862207633,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,June,somali_jet_box,0.00914990081672221,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,June,turkana_corridor,0.01984707690238865,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,July,ethiopia,-0.038176476595720564,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,July,ethiopia_highlands_broad,-0.07172554414230928,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,July,north_ethiopia,-0.09984141006098828,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,July,central_ethiopia,-0.07668381654082938,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,July,west_ethiopia,-0.04869214420105518,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,July,east_ethiopia,-0.026610306612988188,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,July,greater_horn,-0.0074394948646964425,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,July,east_africa,-0.008022374411783904,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,July,atlantic_congo_ethiopia,-0.0005147204051054864,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,July,congo_moisture_corridor,-0.023913006104551496,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,July,western_moisture_entry,-0.0291493972437679,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,July,western_indian_ocean,0.00637724594124779,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,July,arabia_red_sea,-0.04055226044600685,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,July,north_africa_arabia,-0.01229280750188018,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,July,tej_core,-0.03970842427491308,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,July,somali_jet_box,0.014658180199382916,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,July,turkana_corridor,0.018808563265965434,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,August,ethiopia,-0.030182583443468882,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,August,ethiopia_highlands_broad,-0.06830942200793927,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,August,north_ethiopia,-0.09135268637874239,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,August,central_ethiopia,-0.0721621398937077,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,August,west_ethiopia,-0.048248908665811815,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,August,east_ethiopia,-0.009716218591889897,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,August,greater_horn,-0.009233478735298043,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,August,east_africa,-0.009685950266689034,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,August,atlantic_congo_ethiopia,-0.0033678193777332437,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,August,congo_moisture_corridor,-0.027868024144965406,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,August,western_moisture_entry,-0.02785387294342571,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,August,western_indian_ocean,0.008442364651154046,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,August,arabia_red_sea,-0.03773273937763907,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,August,north_africa_arabia,-0.00963374488050746,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,August,tej_core,-0.0340570272492851,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,August,somali_jet_box,0.01735820464916021,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,August,turkana_corridor,0.020014793198229172,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,September,ethiopia,-0.03404286543707696,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,September,ethiopia_highlands_broad,-0.06465833144714496,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,September,north_ethiopia,-0.066135633547445,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,September,central_ethiopia,-0.07718315818707848,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,September,west_ethiopia,-0.03692431145979269,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,September,east_ethiopia,-0.023868333930193986,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,September,greater_horn,-0.008217183334702003,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,September,east_africa,-0.011219814197543716,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,September,atlantic_congo_ethiopia,-0.005499908820986515,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,September,congo_moisture_corridor,-0.027116547731002583,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,September,western_moisture_entry,-0.022726049745636936,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,September,western_indian_ocean,0.00404459824082407,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,September,arabia_red_sea,-0.01725745555048064,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,September,north_africa_arabia,0.0009094401218551922,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,September,tej_core,-0.02688207450008903,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,September,somali_jet_box,0.008673974540618348,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,September,turkana_corridor,0.021173631114765112,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,JJA,ethiopia,-0.038646564624698294,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,JJA,ethiopia_highlands_broad,-0.07648014002574241,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,JJA,north_ethiopia,-0.10286864862740151,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,JJA,central_ethiopia,-0.0861684578965032,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,JJA,west_ethiopia,-0.049828569231434125,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,JJA,east_ethiopia,-0.023876304658163223,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,JJA,greater_horn,-0.007245370949724354,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,JJA,east_africa,-0.008356982945943404,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,JJA,atlantic_congo_ethiopia,-0.0015112617889725835,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,JJA,congo_moisture_corridor,-0.024624310902813463,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,JJA,western_moisture_entry,-0.029082166056703378,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,JJA,western_indian_ocean,0.0057332081152720715,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,JJA,arabia_red_sea,-0.03538841914716354,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,JJA,north_africa_arabia,-0.009123659941544933,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,JJA,tej_core,-0.03751017161670405,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,JJA,somali_jet_box,0.013722094326740212,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,JJA,turkana_corridor,0.019556810218012217,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,JJAS,ethiopia,-0.03749563327358184,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,JJAS,ethiopia_highlands_broad,-0.0735246776898722,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,JJAS,north_ethiopia,-0.09368538085206196,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,JJAS,central_ethiopia,-0.08392212133993168,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,JJAS,west_ethiopia,-0.04660250150711781,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,JJAS,east_ethiopia,-0.02387430378187141,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,JJAS,greater_horn,-0.007488320105178979,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,JJAS,east_africa,-0.009072687193515883,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,JJAS,atlantic_congo_ethiopia,-0.00250842166150505,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,JJAS,congo_moisture_corridor,-0.025247368002447257,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,JJAS,western_moisture_entry,-0.027493136073230007,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,JJAS,western_indian_ocean,0.005311056719786481,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,JJAS,arabia_red_sea,-0.03085566823551771,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,JJAS,north_africa_arabia,-0.0066153784985771855,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,JJAS,tej_core,-0.0348531436808147,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,JJAS,somali_jet_box,0.012460066763810401,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
omega700,JJAS,turkana_corridor,0.019961019891059133,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.
divergence200,June,ethiopia,-1.229693986470377e-06,s**-1,Positive 200 hPa divergence supports upper-level outflow and convection.
divergence200,June,ethiopia_highlands_broad,-2.3598293767813628e-07,s**-1,Positive 200 hPa divergence supports upper-level outflow and convection.
divergence200,June,north_ethiopia,4.399878713236712e-08,s**-1,Positive 200 hPa divergence supports upper-level outflow and convection.
divergence200,June,central_ethiopia,-7.204450487403883e-07,s**-1,Positive 200 hPa divergence supports upper-level outflow and convection.
divergence200,June,west_ethiopia,1.4277316456367058e-06,s**-1,Positive 200 hPa divergence supports upper-level outflow and convection.
divergence200,June,east_ethiopia,-2.2413760846756095e-06,s**-1,Positive 200 hPa divergence supports upper-level outflow and convection.
divergence200,June,greater_horn,-5.822870727898359e-07,s**-1,Positive 200 hPa divergence supports upper-level outflow and convection.
divergence200,June,east_africa,-5.793023096478391e-07,s**-1,Positive 200 hPa divergence supports upper-level outflow and convection.
divergence200,June,atlantic_congo_ethiopia,-4.4760037221009184e-07,s**-1,Positive 200 hPa divergence supports upper-level outflow and convection.
divergence200,June,congo_moisture_corridor,1.2068587200111944e-06,s**-1,Positive 200 hPa divergence supports upper-level outflow and convection.
divergence200,June,western_moisture_entry,1.3512738384872426e-06,s**-1,Positive 200 hPa divergence supports upper-level outflow and convection.
divergence200,June,western_indian_ocean,6.320508908245757e-07,s**-1,Positive 200 hPa divergence supports upper-level outflow and convection.
divergence200,June,arabia_red_sea,-5.626030050473188e-07,s**-1,Positive 200 hPa divergence supports upper-level outflow and convection.
divergence200,June,north_africa_arabia,-9.700287142894161e-07,s**-1,Positive 200 hPa divergence supports upper-level outflow and convection.
divergence200,June,tej_core,2.0086367569596833e-06,s**-1,Positive 200 hPa divergence supports upper-level outflow and convection.
divergence200,June,somali_jet_box,-9.813304292467373e-07,s**-1,Positive 200 hPa divergence supports upper-level outflow and convection.
divergence200,June,turkana_corridor,-3.2970558051439425e-06,s**-1,Positive 200 hPa divergence supports upper-level outflow and convection.
divergence200,July,ethiopia,-3.581771402497405e-07,s**-1,Positive 200 hPa divergence supports upper-level outflow and convection.
divergence200,July,ethiopia_highlands_broad,1.6496720181893906e-06,s**-1,Positive 200 hPa divergence supports upper-level outflow and convection.
divergence200,July,north_ethiopia,2.359574102673578e-06,s**-1,Positive 200 hPa divergence supports upper-level outflow and convection.
divergence200,July,central_ethiopia,1.7334625786675592e-06,s**-1,Positive 200 hPa divergence supports upper-level outflow and convection.
divergence200,July,west_ethiopia,3.361239220689192e-06,s**-1,Positive 200 hPa divergence supports upper-level outflow and convection.
divergence200,July,east_ethiopia,-2.3336771133857702e-06,s**-1,Positive 200 hPa divergence supports upper-level outflow and convection.
divergence200,July,greater_horn,-5.462492932944533e-07,s**-1,Positive 200 hPa divergence supports upper-level outflow and convection.
divergence200,July,east_africa,-5.436130065601618e-07,s**-1,Positive 200 hPa divergence supports upper-level outflow and convection.
