evidence_group,diagnostic,period,period_label,period_order,domain,value,units,classification,score,evidence_strength,support_direction,confidence,interpretation,source_table,limitation
circulation_baseline,ERA5 omega500 climatology,Jun,June 2026,1,ethiopia,-0.0186295593885048,Pa s**-1,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,omega500 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_vertical_divergence_height_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 omega500 climatology,Jun,June 2026,1,greater_horn,0.0070385716542677,Pa s**-1,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,omega500 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_vertical_divergence_height_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 omega500 climatology,Jun,June 2026,1,north_africa_arabia,0.0196927282572538,Pa s**-1,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,omega500 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_vertical_divergence_height_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 omega700 climatology,Jun,June 2026,1,arabia_red_sea,-0.0278802445668463,Pa s**-1,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,omega700 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_vertical_divergence_height_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 omega700 climatology,Jun,June 2026,1,ethiopia,-0.0475806262846961,Pa s**-1,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,omega700 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_vertical_divergence_height_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 omega700 climatology,Jun,June 2026,1,greater_horn,-0.0050631348027532,Pa s**-1,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,omega700 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_vertical_divergence_height_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 omega700 climatology,Jun,June 2026,1,north_africa_arabia,-0.0054444192425468,Pa s**-1,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,omega700 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_vertical_divergence_height_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 qu850 climatology,Jun,June 2026,1,congo_moisture_corridor,0.0029692399587288,kg kg-1 m s-1,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,qu850 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_850hpa_moisture_flux_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 qu850 climatology,Jun,June 2026,1,ethiopia,0.0297100945738296,kg kg-1 m s-1,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,qu850 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_850hpa_moisture_flux_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 qu850 climatology,Jun,June 2026,1,greater_horn,0.0013215765809669,kg kg-1 m s-1,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,qu850 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_850hpa_moisture_flux_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 qu850 climatology,Jun,June 2026,1,western_moisture_entry,0.0122167947062938,kg kg-1 m s-1,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,qu850 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_850hpa_moisture_flux_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 qv850 climatology,Jun,June 2026,1,congo_moisture_corridor,0.0200881202099065,kg kg-1 m s-1,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,qv850 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_850hpa_moisture_flux_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 qv850 climatology,Jun,June 2026,1,ethiopia,0.0396153475358776,kg kg-1 m s-1,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,qv850 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_850hpa_moisture_flux_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 qv850 climatology,Jun,June 2026,1,greater_horn,0.0292989389850945,kg kg-1 m s-1,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,qv850 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_850hpa_moisture_flux_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 qv850 climatology,Jun,June 2026,1,western_moisture_entry,0.0260190190174837,kg kg-1 m s-1,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,qv850 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_850hpa_moisture_flux_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 wind_speed850 climatology,Jun,June 2026,1,congo_moisture_corridor,2.5499597173683264,m s**-1,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,wind_speed850 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_850hpa_moisture_flux_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 wind_speed850 climatology,Jun,June 2026,1,ethiopia,6.264500310591341,m s**-1,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,wind_speed850 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_850hpa_moisture_flux_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 wind_speed850 climatology,Jun,June 2026,1,greater_horn,6.218188422850244,m s**-1,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,wind_speed850 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_850hpa_moisture_flux_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 wind_speed850 climatology,Jun,June 2026,1,western_moisture_entry,2.895638798442488,m s**-1,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,wind_speed850 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_850hpa_moisture_flux_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 z200 climatology,Jun,June 2026,1,arabia_red_sea,12483.46792215492,m,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,z200 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_vertical_divergence_height_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 z200 climatology,Jun,June 2026,1,ethiopia,12442.076433051265,m,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,z200 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_vertical_divergence_height_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 z200 climatology,Jun,June 2026,1,greater_horn,12443.560515546858,m,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,z200 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_vertical_divergence_height_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 z200 climatology,Jun,June 2026,1,north_africa_arabia,12443.40301452266,m,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,z200 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_vertical_divergence_height_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 z500 climatology,Jun,June 2026,1,arabia_red_sea,5878.16575117815,m,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,z500 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_vertical_divergence_height_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 z500 climatology,Jun,June 2026,1,ethiopia,5874.503758989358,m,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,z500 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_vertical_divergence_height_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 z500 climatology,Jun,June 2026,1,greater_horn,5875.584097097581,m,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,z500 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_vertical_divergence_height_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 z500 climatology,Jun,June 2026,1,north_africa_arabia,5878.098173799232,m,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,z500 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_vertical_divergence_height_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
ocean_driver,DMI / IOD proxy from NMME tmpsfc,Jun,June 2026,1,iod_west_minus_iod_east,0.0303340852260589,K,iod_neutral_or_weak,0,neutral_or_mixed,neutral_mixed_or_baseline,low_to_moderate,IOD signal is neutral or weak.,nmme_sst_driver_diagnostics_from_tmpsfc.csv,IOD influence on Ethiopia Kiremt can be spatially mixed; use official DMI products where possible.
ocean_driver,Niño3.4 SST anomaly proxy from NMME tmpsfc,Jun,June 2026,1,nino34_box,1.0088821649551392,K,el_nino_like,1,moderate_dry_support,supports_dry_kiremt,moderate,El Niño-like SST forcing; supports dry-risk for Ethiopia Kiremt.,nmme_sst_driver_diagnostics_from_tmpsfc.csv,"Computed from NMME tmpsfc anomaly as an SST proxy, not an official Niño3.4 index product."
rainfall_forecast,NMME precipitation anomaly,Jun,June 2026,1,central_ethiopia,-25.71006774902344,mm/month,moderate_below_normal,1,moderate_dry_support,supports_dry_kiremt,moderate,Moderate monthly rainfall deficit signal.,nmme_rainfall_z200_diagnostics.csv,Direct NMME ensemble-mean anomaly; does not show probability or model agreement.
rainfall_forecast,NMME precipitation anomaly,Jun,June 2026,1,east_ethiopia,-14.941167831420898,mm/month,weak_below_normal,1,moderate_dry_support,supports_dry_kiremt,moderate,Weak monthly rainfall deficit signal.,nmme_rainfall_z200_diagnostics.csv,Direct NMME ensemble-mean anomaly; does not show probability or model agreement.
rainfall_forecast,NMME precipitation anomaly,Jun,June 2026,1,ethiopia,-15.69118595123291,mm/month,weak_below_normal,1,moderate_dry_support,supports_dry_kiremt,moderate,Weak monthly rainfall deficit signal.,nmme_rainfall_z200_diagnostics.csv,Direct NMME ensemble-mean anomaly; does not show probability or model agreement.
rainfall_forecast,NMME precipitation anomaly,Jun,June 2026,1,greater_horn,-11.14507007598877,mm/month,weak_below_normal,1,moderate_dry_support,supports_dry_kiremt,moderate,Weak monthly rainfall deficit signal.,nmme_rainfall_z200_diagnostics.csv,Direct NMME ensemble-mean anomaly; does not show probability or model agreement.
rainfall_forecast,NMME precipitation anomaly,Jun,June 2026,1,north_ethiopia,-12.926945686340332,mm/month,weak_below_normal,1,moderate_dry_support,supports_dry_kiremt,moderate,Weak monthly rainfall deficit signal.,nmme_rainfall_z200_diagnostics.csv,Direct NMME ensemble-mean anomaly; does not show probability or model agreement.
rainfall_forecast,NMME precipitation anomaly,Jun,June 2026,1,west_ethiopia,-14.751564025878906,mm/month,weak_below_normal,1,moderate_dry_support,supports_dry_kiremt,moderate,Weak monthly rainfall deficit signal.,nmme_rainfall_z200_diagnostics.csv,Direct NMME ensemble-mean anomaly; does not show probability or model agreement.
upper_level_circulation,NMME z200 anomaly,Jun,June 2026,1,arabia_red_sea,43.9582633972168,m,positive_height_anomaly,1,moderate_dry_support,supports_dry_kiremt,low_to_moderate,Positive z200 anomaly may suggest ridging/subsidence-supporting circulation.,nmme_rainfall_z200_diagnostics.csv,"z200 alone is not sufficient; interpret together with u200, divergence, omega, and rainfall."
upper_level_circulation,NMME z200 anomaly,Jun,June 2026,1,east_africa,42.075828552246094,m,positive_height_anomaly,1,moderate_dry_support,supports_dry_kiremt,low_to_moderate,Positive z200 anomaly may suggest ridging/subsidence-supporting circulation.,nmme_rainfall_z200_diagnostics.csv,"z200 alone is not sufficient; interpret together with u200, divergence, omega, and rainfall."
upper_level_circulation,NMME z200 anomaly,Jun,June 2026,1,ethiopia,42.81846618652344,m,positive_height_anomaly,1,moderate_dry_support,supports_dry_kiremt,low_to_moderate,Positive z200 anomaly may suggest ridging/subsidence-supporting circulation.,nmme_rainfall_z200_diagnostics.csv,"z200 alone is not sufficient; interpret together with u200, divergence, omega, and rainfall."
upper_level_circulation,NMME z200 anomaly,Jun,June 2026,1,greater_horn,41.7053108215332,m,positive_height_anomaly,1,moderate_dry_support,supports_dry_kiremt,low_to_moderate,Positive z200 anomaly may suggest ridging/subsidence-supporting circulation.,nmme_rainfall_z200_diagnostics.csv,"z200 alone is not sufficient; interpret together with u200, divergence, omega, and rainfall."
upper_level_circulation,NMME z200 anomaly,Jun,June 2026,1,north_africa_arabia,38.907676696777344,m,positive_height_anomaly,1,moderate_dry_support,supports_dry_kiremt,low_to_moderate,Positive z200 anomaly may suggest ridging/subsidence-supporting circulation.,nmme_rainfall_z200_diagnostics.csv,"z200 alone is not sufficient; interpret together with u200, divergence, omega, and rainfall."
circulation_baseline,ERA5 TEJ strength climatology,Jul,July 2026,2,tej_core,19.84536803014227,m s**-1,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,TEJ strength climatology is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_tej_index_climatology.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 divergence200 climatology,Jul,July 2026,2,arabia_red_sea,-2.360226183625667e-07,s**-1,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,divergence200 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_vertical_divergence_height_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 divergence200 climatology,Jul,July 2026,2,ethiopia,-3.581771402497405e-07,s**-1,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,divergence200 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_vertical_divergence_height_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 divergence200 climatology,Jul,July 2026,2,greater_horn,-5.462492932944533e-07,s**-1,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,divergence200 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_vertical_divergence_height_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 divergence200 climatology,Jul,July 2026,2,north_africa_arabia,-3.4222552587428685e-07,s**-1,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,divergence200 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_vertical_divergence_height_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 mfc850 climatology,Jul,July 2026,2,congo_moisture_corridor,1.2920285023214024e-08,kg kg-1 s-1 approximately,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,mfc850 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_850hpa_moisture_flux_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 mfc850 climatology,Jul,July 2026,2,ethiopia,7.097439548807148e-09,kg kg-1 s-1 approximately,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,mfc850 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_850hpa_moisture_flux_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 mfc850 climatology,Jul,July 2026,2,greater_horn,2.1210609535669848e-09,kg kg-1 s-1 approximately,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,mfc850 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_850hpa_moisture_flux_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 mfc850 climatology,Jul,July 2026,2,western_moisture_entry,8.781335754311556e-09,kg kg-1 s-1 approximately,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,mfc850 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_850hpa_moisture_flux_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 omega500 climatology,Jul,July 2026,2,arabia_red_sea,-0.0093218148473478,Pa s**-1,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,omega500 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_vertical_divergence_height_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 omega500 climatology,Jul,July 2026,2,ethiopia,-0.0342398304405595,Pa s**-1,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,omega500 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_vertical_divergence_height_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 omega500 climatology,Jul,July 2026,2,greater_horn,0.0012197104375305,Pa s**-1,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,omega500 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_vertical_divergence_height_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 omega500 climatology,Jul,July 2026,2,north_africa_arabia,0.0069806180998667,Pa s**-1,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,omega500 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_vertical_divergence_height_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 omega700 climatology,Jul,July 2026,2,arabia_red_sea,-0.0405522604460068,Pa s**-1,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,omega700 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_vertical_divergence_height_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 omega700 climatology,Jul,July 2026,2,ethiopia,-0.0381764765957205,Pa s**-1,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,omega700 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_vertical_divergence_height_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 omega700 climatology,Jul,July 2026,2,greater_horn,-0.0074394948646964,Pa s**-1,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,omega700 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_vertical_divergence_height_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 omega700 climatology,Jul,July 2026,2,north_africa_arabia,-0.0122928075018801,Pa s**-1,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,omega700 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_vertical_divergence_height_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 qu850 climatology,Jul,July 2026,2,congo_moisture_corridor,0.0111101260382293,kg kg-1 m s-1,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,qu850 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_850hpa_moisture_flux_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 qu850 climatology,Jul,July 2026,2,ethiopia,0.0372761824103889,kg kg-1 m s-1,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,qu850 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_850hpa_moisture_flux_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 qu850 climatology,Jul,July 2026,2,greater_horn,0.0082882540020743,kg kg-1 m s-1,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,qu850 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_850hpa_moisture_flux_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 qu850 climatology,Jul,July 2026,2,western_moisture_entry,0.0203752566530054,kg kg-1 m s-1,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,qu850 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_850hpa_moisture_flux_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
circulation_baseline,ERA5 qv850 climatology,Jul,July 2026,2,congo_moisture_corridor,0.0157365677423988,kg kg-1 m s-1,baseline_only,0,neutral_or_mixed,neutral_mixed_or_baseline,high_for_climatology,qv850 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,era5_850hpa_moisture_flux_diagnostics.csv,Baseline only; not a 2026 forecast anomaly.
